Ref_Date,GEO,SEAS,EST,Vector,Coordinate,Value
1981/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,353964.0
1981/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,366040.0
1981/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,371024.0
1981/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,375220.0
1982/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,381476.0
1982/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,384956.0
1982/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,388040.0
1982/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,392356.0
1983/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,401888.0
1983/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,413984.0
1983/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,426852.0
1983/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,434912.0
1984/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,445224.0
1984/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,455912.0
1984/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,461352.0
1984/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,470792.0
1985/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,481068.0
1985/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,490776.0
1985/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,499820.0
1985/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,510824.0
1986/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,514096.0
1986/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,519288.0
1986/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,525172.0
1986/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,529328.0
1987/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,546872.0
1987/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,561792.0
1987/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,576140.0
1987/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,590724.0
1988/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,606608.0
1988/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,616932.0
1988/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,627344.0
1988/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,640140.0
1989/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,651644.0
1989/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,665744.0
1989/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,675044.0
1989/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,676964.0
1990/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,687108.0
1990/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,690836.0
1990/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,693072.0
1990/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,692036.0
1991/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,689492.0
1991/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,696148.0
1991/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,700324.0
1991/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,701564.0
1992/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,705112.0
1992/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,710496.0
1992/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,716732.0
1992/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,720908.0
1993/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,729128.0
1993/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,739668.0
1993/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,744268.0
1993/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,753308.0
1994/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,766924.0
1994/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,777788.0
1994/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,795948.0
1994/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,805676.0
1995/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,818704.0
1995/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,823456.0
1995/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,827748.0
1995/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,834948.0
1996/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,838724.0
1996/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,846468.0
1996/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,859988.0
1996/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,874208.0
1997/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,885828.0
1997/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,893424.0
1997/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,906964.0
1997/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,919288.0
1998/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,929972.0
1998/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,932168.0
1998/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,934900.0
1998/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,949880.0
1999/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,968956.0
1999/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,989172.0
1999/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1014408.0
1999/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1034844.0
2000/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1061500.0
2000/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1091420.0
2000/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1114248.0
2000/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1125496.0
2001/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1140272.0
2001/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1143228.0
2001/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1129176.0
2001/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1126652.0
2002/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1146256.0
2002/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1172900.0
2002/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1190740.0
2002/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1213896.0
2003/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1236748.0
2003/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1226376.0
2003/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1250652.0
2003/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1261540.0
2004/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1285244.0
2004/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1317244.0
2004/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1341116.0
2004/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1356156.0
2005/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1369004.0
2005/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1389064.0
2005/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1426936.0
2005/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1457836.0
2006/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1472772.0
2006/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1479332.0
2006/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1492184.0
2006/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1503384.0
2007/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1534276.0
2007/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1563248.0
2007/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1570572.0
2007/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1595504.0
2008/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1625088.0
2008/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1666924.0
2008/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1682400.0
2008/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1609484.0
2009/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1549496.0
2009/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1545180.0
2009/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1565028.0
2009/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1608324.0
2010/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1642716.0
2010/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1650856.0
2010/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1661048.0
2010/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1696408.0
2011/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1735788.0
2011/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1752816.0
2011/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1783352.0
2011/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1808100.0
2012/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1817004.0
2012/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1822996.0
2012/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1836764.0
2012/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1848148.0
2013/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1873676.0
2013/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1879352.0
2013/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1903152.0
2013/12,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1918856.0
2014/03,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1950324.0
2014/06,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1968976.0
2014/09,Canada,Seasonally adjusted at annual rates,"Gross domestic income at market prices (x 1,000,000)",v62468841,1.1.1,1991612.0
1981/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,50224.0
1981/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,51932.0
1981/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,53768.0
1981/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,55860.0
1982/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,57988.0
1982/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,59388.0
1982/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,60696.0
1982/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,61692.0
1983/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,61864.0
1983/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,62752.0
1983/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,63876.0
1983/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,65052.0
1984/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,66128.0
1984/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,67400.0
1984/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,68420.0
1984/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,69276.0
1985/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,71256.0
1985/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,72344.0
1985/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,72780.0
1985/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,73508.0
1986/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,75436.0
1986/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,75888.0
1986/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,76668.0
1986/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,77096.0
1987/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,78156.0
1987/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,79712.0
1987/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,81956.0
1987/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,83372.0
1988/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,84736.0
1988/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,86064.0
1988/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,88008.0
1988/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,90008.0
1989/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,92232.0
1989/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,94204.0
1989/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,95940.0
1989/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,97292.0
1990/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,100528.0
1990/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,101444.0
1990/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,102056.0
1990/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,102380.0
1991/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,102276.0
1991/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,102104.0
1991/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,102700.0
1991/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,103600.0
1992/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,104780.0
1992/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,106044.0
1992/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,106496.0
1992/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,107796.0
1993/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,108608.0
1993/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,110188.0
1993/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,112116.0
1993/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,113548.0
1994/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,115896.0
1994/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,116940.0
1994/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,118440.0
1994/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,119712.0
1995/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,121656.0
1995/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,123240.0
1995/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,125080.0
1995/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,126560.0
1996/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,127944.0
1996/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,129872.0
1996/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,131540.0
1996/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,133224.0
1997/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,134668.0
1997/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,137016.0
1997/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,138868.0
1997/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,141972.0
1998/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,145600.0
1998/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,147764.0
1998/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,149864.0
1998/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,150792.0
1999/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,152656.0
1999/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,154752.0
1999/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,157312.0
1999/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,159488.0
2000/03,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,162088.0
2000/06,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,165564.0
2000/09,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,168884.0
2000/12,Canada,Seasonally adjusted at annual rates,"Less: consumption of fixed capital at replacement cost (x 1,000,000)",v62468842,1.1.2,172112.0
