Ref_Date,GEO,SEAS,EST,Vector,Coordinate,Value
2005/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,215360.0
2006/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,217164.0
2006/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,221344.0
2006/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,226264.0
2006/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,231580.0
2007/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,233416.0
2007/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,237648.0
2007/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,243364.0
2007/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,249960.0
2008/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,253768.0
2008/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,259308.0
2008/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,265080.0
2008/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,271340.0
2009/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,272168.0
2009/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,273668.0
2009/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,275744.0
2009/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,276976.0
2010/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,273432.0
2010/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,274064.0
2010/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,276596.0
2010/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,280552.0
2011/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,280912.0
2011/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,285532.0
2011/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,290948.0
2011/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,296072.0
2012/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,298384.0
2012/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,304276.0
2012/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,309640.0
2012/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,312892.0
2013/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,315676.0
2013/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,322104.0
2013/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,327208.0
2013/12,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,326548.0
2014/03,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,330760.0
2014/06,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,333116.0
2014/09,Canada,Seasonally adjusted at annual rates,"Plus: consumption of fixed capital at replacement cost (x 1,000,000)",v62468851,1.1.11,335372.0
1981/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,343088.0
1981/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,353688.0
1981/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,356884.0
1981/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,363388.0
1982/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,368984.0
1982/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,370540.0
1982/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,374100.0
1982/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,379576.0
1983/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,391036.0
1983/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,400912.0
1983/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,413724.0
1983/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,422580.0
1984/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,431468.0
1984/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,440292.0
1984/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,447616.0
1984/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,456716.0
1985/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,465180.0
1985/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,476792.0
1985/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,484512.0
1985/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,494876.0
1986/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,494944.0
1986/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,502708.0
1986/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,510736.0
1986/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,508604.0
1987/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,530332.0
1987/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,544836.0
1987/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,558600.0
1987/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,570940.0
1988/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,588804.0
1988/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,595504.0
1988/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,608916.0
1988/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,616620.0
1989/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,626072.0
1989/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,643712.0
1989/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,653264.0
1989/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,653984.0
1990/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,664112.0
1990/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,663804.0
1990/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,668480.0
1990/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,666552.0
1991/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,665824.0
1991/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,672804.0
1991/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,676684.0
1991/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,679188.0
1992/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,679708.0
1992/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,685436.0
1992/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,692884.0
1992/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,692204.0
1993/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,705480.0
1993/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,714628.0
1993/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,718500.0
1993/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,726200.0
1994/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,740116.0
1994/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,747088.0
1994/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,768244.0
1994/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,777424.0
1995/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,789420.0
1995/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,792924.0
1995/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,801264.0
1995/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,806656.0
1996/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,809224.0
1996/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,818320.0
1996/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,830568.0
1996/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,847004.0
1997/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,855688.0
1997/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,867576.0
1997/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,877424.0
1997/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,892284.0
1998/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,901164.0
1998/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,901696.0
1998/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,900588.0
1998/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,916888.0
1999/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,937692.0
1999/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,959412.0
1999/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,981744.0
1999/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,992856.0
2000/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1031188.0
2000/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1061080.0
2000/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1085932.0
2000/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1098380.0
2001/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1109584.0
2001/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1112896.0
2001/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1097628.0
2001/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1090304.0
2002/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1116608.0
2002/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1146396.0
2002/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1161880.0
2002/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1178084.0
2003/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1208936.0
2003/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1190900.0
2003/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1220088.0
2003/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1231952.0
2004/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1257752.0
2004/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1289388.0
2004/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1313956.0
2004/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1323516.0
2005/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1339540.0
2005/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1363796.0
2005/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1401268.0
2005/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1422148.0
2006/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1443784.0
2006/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1458776.0
2006/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1472212.0
2006/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1477832.0
2007/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1503424.0
2007/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1537580.0
2007/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1551364.0
2007/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1578760.0
2008/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1607652.0
2008/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1645084.0
2008/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1656736.0
2008/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1574204.0
2009/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1522760.0
2009/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1518048.0
2009/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1536564.0
2009/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1580076.0
2010/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1608800.0
2010/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1618348.0
2010/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1626460.0
2010/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1668408.0
2011/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1702336.0
2011/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1723516.0
2011/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1753384.0
2011/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1771404.0
2012/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1786276.0
2012/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1798660.0
2012/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1802796.0
2012/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1809688.0
2013/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1852364.0
2013/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1855296.0
2013/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1874096.0
2013/12,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1883504.0
2014/03,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1916028.0
2014/06,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1939496.0
2014/09,Canada,Seasonally adjusted at annual rates,"Equals: gross national income at market prices (x 1,000,000)",v62468852,1.1.12,1962696.0
1981/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,83969.0
1981/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,88931.0
1981/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,98843.0
1981/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,94819.0
1982/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,91190.0
1982/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,93602.0
1982/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,103095.0
1982/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,98820.0
1983/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,96442.0
1983/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,100975.0
1983/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,112563.0
1983/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,109429.0
1984/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,106675.0
1984/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,111142.0
1984/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,121716.0
1984/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,118787.0
1985/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,115516.0
1985/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,119226.0
1985/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,131632.0
1985/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,129248.0
1986/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,123693.0
1986/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,126784.0
1986/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,137645.0
1986/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,133849.0
1987/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,131877.0
1987/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,138189.0
1987/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,150089.0
1987/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,148727.0
1988/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,147035.0
1988/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,152113.0
1988/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,162702.0
1988/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,160906.0
1989/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,157171.0
1989/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,163259.0
1989/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,175593.0
1989/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,171326.0
1990/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,165168.0
1990/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,170931.0
1990/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,180445.0
1990/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,174219.0
1991/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,165660.0
1991/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,171297.0
1991/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,181655.0
1991/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,178270.0
1992/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,169742.0
1992/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,175823.0
1992/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,185393.0
1992/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,182354.0
1993/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,175852.0
1993/06,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,183914.0
1993/09,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,190338.0
1993/12,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,191489.0
1994/03,Canada,Unadjusted,"Gross domestic income at market prices (x 1,000,000)",v62468853,1.2.1,184713.0
